PERIOD,RADIUS,DENSITY,NUM_PLANETS,DURATION,TEFF,DEPTH
8.1309123,1.51687,0.993,1.0,3.313,5639.0,313.0
6.7713411,5.07965,0.993,1.0,3.30605,5231.0,0.293
27.08239734,3.25,0.17404,2.0,5.0119,5857.0,423.2
15.18727049,1.94,0.26952,1.0,4.509,6136.0,292.5
3.4557863,16.0772,0.993,1.0,2.164,8170.0,6423.0
47.0563327,2.57,3.1585,1.0,4.807,5889.0,762.0
40.1401,20.8,0.993,0.0,3.30605,5726.0,1.896
6.786539,1.2,0.993,0.0,3.30605,5866.0,714.1
14.199840087,85.76,1.3795,1.0,5.98531,5864.0,214600.0
13.9482197,2.53,0.25257,1.0,7.686,5529.0,119.4
290.196139,2.35,0.99648,1.0,13.698,6238.0,281.0
3.262,2.43,0.993,1.0,3.30605,3752.0,0.199
360.477635,11943.8,119.69386,2.0,4.332,6266.0,604.0
5.3410507,3.12,0.993,2.0,3.30605,4953.0,0.1545
14.443,3.567,0.993,1.0,3.30605,5826.08,0.0245
0.787120016,23.81,0.06993,1.0,3.1648,6112.0,265.5
23.5306712,9.25,0.993,0.0,3.30605,6688.0,714.1
0.783879,9.6813253,0.993,1.0,1.4870966,4975.0,274.5156373
2.7552586,9.65945,0.993,1.0,1.17,6096.4,338.0
13.28536452,4.03,0.13319,1.0,6.283,6534.0,377.6
0.842336445,0.9,1.92958,1.0,1.519,5765.0,80.1
7.806,3.567,0.993,1.0,3.30605,5739.0,0.0477
6.146653835,2.6595119,0.993,1.0,2.0935301,4242.0,1704.3313705
1.763587535,21.42,0.4004,1.0,3.16877,9107.0,4590.6
9.1004157,2.469,3.53,1.0,3.30605,5048.0,0.0889
33.0257179,2.21,1.34535,2.0,6.032,5819.0,507.1
380.39474,1.84,2.69491,1.0,10.775,5772.0,603.0
20.726069913,51.9,1.01817,1.0,6.47393,6011.0,118860.0
7.374497,2.83685639,0.993,2.0,3.30605,4681.0,714.1
3.9077116,1.5722799,0.993,1.0,9.5278364,3917.0,599.6319099
8.5900471,0.8,1.77645,1.0,3.463,4914.0,137.0
5.1119781,10.6694,0.993,1.0,1.413,8562.0,1415.0
3.0617364,8.08218,0.993,1.0,1.947,6783.0,6620.0
36.4772788,1.65,22.2599,1.0,2.092,4910.0,463.0
2.1570981,3.567,0.993,1.0,1.688,5726.0,8963.0
80.769893,1.87,9.12215,1.0,4.2,4965.0,128.5
1.8308782,2.1988321,0.993,1.0,1.5764906,5566.0,464.5713657
3.032147946,3.62,0.10012,1.0,3.8627,5827.0,488.6
0.63133171,1.2,1.45293,1.0,1.1487,4441.0,434.5
